Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Dexter Lembikisa,Jamaica,Wolverhampton Wanderers,81,English Premier League,5'10,177 ,150,68,Left Midfielder (LM),Left,5,2,1,55,41,46,49,37,52,40,39,48,54,76,77,68,52,76,46,60,48,44,38,55,49,50,46,42,44,48,48,47,10,9,9,10,7,52,54,52,52,52,54,53,56,51,56,55,51,55,55,51,55,16,46,228,47,233,70,349,47,236,48,286,48,143,9,45,319,1476
Jackson Smith,England,Wolverhampton Wanderers,55,English Premier League,6'2,187 ,168,76,Goalkeeper (GK),Right,2,1,1,13,9,10,15,9,8,14,14,21,16,19,19,38,48,46,38,64,20,48,8,26,13,5,24,17,37,9,12,12,54,54,50,52,56,20,16,17,17,17,16,19,19,20,19,19,21,19,19,22,19,55,11,56,15,73,34,170,36,178,20,122,11,33,53,266,285,861
Oliver Tipton,England,Wolverhampton Wanderers,61,English Premier League,6'1,185 ,163,74,Center Back (CB),Right,3,2,1,35,40,48,44,36,31,37,33,48,37,52,53,49,51,51,55,68,55,53,29,59,52,33,31,65,48,52,54,52,13,13,15,11,11,45,39,40,40,40,39,41,43,44,43,50,51,50,51,54,51,18,41,203,37,186,51,256,52,260,48,288,53,158,13,63,278,1366
Wissam Ben Yedder,France,AS Monaco,10,French Ligue 1,5'7,170 ,150,68,Center Forward (CF),Right,5,4,2,74,87,74,83,85,87,82,76,66,88,82,81,91,85,91,84,77,72,68,74,62,44,89,80,85,85,34,33,26,6,13,9,7,7,84,84,84,84,84,84,84,84,79,84,65,63,65,61,55,61,19,81,403,80,399,86,430,75,375,74,445,31,93,8,42,438,2102
Kevin Volland,Germany,AS Monaco,31,French Ligue 1,5'10,179 ,187,85,Striker (ST),Left,4,3,2,78,85,76,80,85,80,79,80,74,80,71,70,73,83,79,87,76,85,86,84,80,45,85,81,72,84,36,50,33,8,7,9,7,12,82,80,81,81,81,80,82,82,79,82,67,67,67,64,62,64,19,81,404,79,393,75,376,84,418,75,447,40,119,9,43,444,2119
Youssouf Fofana,France,AS Monaco,19,French Ligue 1,5'9,176 ,152,69,Center Defensive Midfielder (CDM),Right,3,3,2,66,64,58,78,46,77,66,56,77,78,68,68,70,77,75,76,59,83,75,69,77,78,74,77,64,76,74,80,74,12,7,12,5,9,73,73,74,74,74,73,77,76,79,76,77,80,77,77,76,77,18,62,312,71,354,72,358,72,362,74,446,76,228,9,45,437,2029
Alexandr Golovin,Russia,AS Monaco,17,French Ligue 1,5'11,180 ,152,69,Center Attacking Midfielder (CAM),Right,4,4,3,75,70,42,79,70,83,80,79,74,82,76,78,86,77,77,78,65,80,56,75,76,71,76,79,52,80,45,72,66,12,14,14,10,16,75,78,77,77,77,78,80,80,80,80,76,75,76,74,67,74,23,67,336,80,398,79,394,71,354,72,434,61,183,13,66,435,2085
Axel Disasi,France,AS Monaco,6,French Ligue 1,6'3,190 ,190,86,Center Back (CB),Right,2,2,2,25,20,77,66,36,54,34,27,64,62,46,54,31,75,34,54,72,66,92,17,78,77,23,51,36,71,78,78,75,12,8,11,8,6,51,46,49,49,49,46,53,53,61,53,66,74,66,68,79,68,18,45,224,48,241,48,240,60,301,56,336,77,231,9,45,343,1578
Alexander Nübel,Germany,AS Monaco,16,French Ligue 1,6'4,193 ,194,88,Goalkeeper (GK),Right,5,1,1,15,18,13,29,13,18,20,20,18,20,49,46,34,73,58,53,61,39,70,18,23,20,10,32,16,32,23,14,13,75,71,70,76,84,32,27,29,29,29,27,30,30,29,30,30,30,30,30,30,30,78,18,88,19,96,52,260,48,241,22,133,17,50,75,376,424,1212
Caio Henrique Oliveira Silva,Brazil,AS Monaco,12,French Ligue 1,5'10,179 ,154,70,Left Wing Back (LWB),Left,2,3,1,81,54,62,78,52,78,80,70,70,81,79,72,73,78,74,60,69,78,51,60,69,74,75,77,48,80,73,76,74,11,15,9,6,8,70,75,73,73,73,75,77,78,78,78,79,76,79,78,73,78,19,65,327,76,379,75,376,64,318,71,423,74,223,10,49,422,2024
Breel Embolo,Switzerland,AS Monaco,36,French Ligue 1,6'2,187 ,194,88,Striker (ST),Right,4,3,2,63,73,71,76,77,77,68,58,70,74,83,85,67,76,70,84,76,79,85,71,78,44,82,72,66,71,40,63,38,13,6,7,7,12,79,75,77,77,77,75,77,77,75,77,66,66,66,64,63,64,19,72,360,69,347,76,381,79,395,69,413,47,141,9,45,436,2014
Guillermo Maripán,Chile,AS Monaco,3,French Ligue 1,6'4,193 ,183,83,Center Back (CB),Right,2,2,1,41,39,80,71,31,49,29,27,72,63,32,33,30,78,32,58,67,57,91,35,80,79,46,56,30,75,79,80,75,7,12,7,16,12,57,50,54,54,54,50,57,56,66,56,66,76,66,68,80,68,21,52,262,48,240,41,205,62,308,61,366,78,234,11,54,344,1594
Benoît Badiashile,France,AS Monaco,5,French Ligue 1,6'4,194 ,165,75,Center Back (CB),Left,3,2,2,48,38,78,78,31,58,56,34,77,67,54,66,42,76,35,70,78,64,84,47,69,78,47,68,46,75,78,78,74,8,7,5,15,8,62,58,61,61,61,58,65,64,71,64,71,77,71,73,79,73,19,55,273,58,292,55,273,69,343,64,383,77,230,9,43,389,1762
Mohamed Camara,Mali,AS Monaco,4,French Ligue 1,5'7,169 ,143,65,Center Defensive Midfielder (CDM),Right,3,3,1,53,51,53,76,49,74,63,51,73,77,84,80,88,77,91,68,80,90,69,63,80,73,63,70,57,77,71,78,74,7,5,5,8,11,68,70,70,70,70,70,74,74,76,74,77,78,77,76,75,76,17,56,282,68,338,84,420,74,370,70,420,74,223,7,36,434,2011
Gelson Dany Batalha Martins,Portugal,AS Monaco,77,French Ligue 1,5'8,173 ,163,74,Right Midfielder (RM),Right,3,4,3,70,67,51,72,74,83,81,60,57,78,91,89,90,73,84,77,65,87,44,68,60,50,70,72,66,74,54,51,48,12,9,7,6,9,74,77,75,75,75,77,77,77,73,77,71,65,71,68,58,68,19,67,334,72,359,85,427,68,341,65,392,51,153,9,43,420,1969
Ruben Aguilar,France,AS Monaco,26,French Ligue 1,5'8,172 ,157,71,Right Back (RB),Right,2,3,2,76,49,60,76,52,75,62,33,70,75,78,68,77,75,76,70,80,92,65,45,83,73,70,69,38,72,73,75,75,15,8,16,10,13,68,70,69,69,69,70,72,75,75,75,77,77,77,77,75,77,21,63,313,63,315,75,374,70,352,68,405,74,223,12,62,421,1976
Vanderson de Oliveira Campos,Brazil,AS Monaco,2,French Ligue 1,5'11,180 ,163,74,Right Midfielder (RM),Right,3,3,1,77,63,68,76,61,76,69,72,67,75,79,78,76,74,74,62,56,75,67,59,71,67,74,74,49,72,69,71,69,8,8,6,6,7,72,74,73,73,73,74,75,77,74,77,75,73,75,75,72,75,17,69,345,72,359,76,381,64,319,68,407,70,209,7,35,427,1992
Myron Boadu,Netherlands,AS Monaco,9,French Ligue 1,6'0,183 ,148,67,Striker (ST),Right,5,3,1,52,77,61,68,72,75,62,59,54,75,90,87,84,77,74,77,83,74,67,67,47,23,79,66,66,73,29,22,18,9,15,14,6,11,77,74,75,75,75,74,75,75,67,75,55,51,55,52,45,52,20,66,330,65,325,82,412,74,368,59,354,23,69,11,55,394,1840
Krépin Diatta,Senegal,AS Monaco,27,French Ligue 1,5'9,175 ,152,69,Right Midfielder (RM),Right,4,4,1,66,68,62,68,68,77,62,58,64,73,90,91,89,70,76,73,90,83,61,72,57,48,65,69,59,70,55,32,50,10,8,11,11,12,73,74,72,72,72,74,74,75,69,75,66,61,66,64,57,64,19,66,332,67,334,83,416,76,379,61,368,46,137,10,52,416,1956
Malang Sarr,France,AS Monaco,23,French Ligue 1,6'0,182 ,165,75,Center Back (CB),Left,2,2,1,68,53,73,75,37,62,60,59,68,66,65,69,67,73,69,68,77,68,79,40,68,75,59,63,44,75,76,76,75,6,9,14,12,8,66,64,64,64,64,64,66,68,69,68,73,74,73,74,76,74,18,61,306,63,315,69,343,66,332,64,384,76,227,10,49,402,1881
Malang Sarr,France,AS Monaco,23,French Ligue 1,6'0,182 ,165,75,Center Back (CB),Left,2,2,1,68,53,73,75,37,62,60,59,68,66,65,69,67,73,69,68,77,68,79,40,68,75,59,63,44,75,76,76,75,6,9,14,12,8,66,64,64,64,64,64,66,68,69,68,73,74,73,74,76,74,18,61,306,63,315,69,343,66,332,64,384,76,227,10,49,402,1881
Takumi Minamino,Japan,AS Monaco,18,French Ligue 1,5'9,174 ,148,67,Center Attacking Midfielder (CAM),Right,4,3,1,66,77,50,73,72,81,73,69,63,78,84,73,89,74,86,71,76,73,55,73,64,49,75,71,72,78,34,33,29,9,12,8,15,14,74,76,75,75,75,76,76,76,72,76,62,59,62,58,51,58,21,68,338,73,364,81,406,70,348,68,409,32,96,12,58,403,1938
Jean Lucas de Souza Oliveira,Brazil,AS Monaco,11,French Ligue 1,5'11,181 ,172,78,Center Midfielder (CM),Right,3,3,1,70,66,62,77,58,76,72,56,75,76,75,73,74,73,71,77,55,78,72,74,73,68,75,73,47,75,66,72,66,12,7,14,13,11,74,74,74,74,74,74,76,76,77,76,74,75,74,73,71,73,20,67,333,71,355,73,366,71,356,69,411,68,204,11,57,432,1995
Eliot Matazo,Belgium,AS Monaco,15,French Ligue 1,5'9,174 ,148,67,Center Attacking Midfielder (CAM),Right,3,3,1,59,56,56,76,34,76,64,43,73,74,74,72,77,69,81,68,69,69,69,60,68,67,66,74,45,74,64,69,65,14,8,13,14,14,68,70,70,70,70,70,74,73,74,73,71,72,71,70,69,70,21,56,281,66,330,75,373,67,335,66,394,66,198,13,63,410,1917
Ismail Jakobs,Germany,AS Monaco,14,French Ligue 1,6'0,184 ,165,75,Left Midfielder (LM),Left,3,3,1,68,64,56,68,41,75,54,30,49,72,86,84,72,68,67,65,49,77,66,44,65,66,64,56,55,66,64,67,67,15,8,10,7,11,68,70,68,68,68,70,69,72,66,72,72,68,72,72,67,72,19,59,297,56,280,75,377,60,301,62,372,66,198,10,51,410,1810
Thomas Didillon,France,AS Monaco,30,French Ligue 1,6'4,193 ,194,88,Goalkeeper (GK),Left,2,1,1,21,13,15,35,14,13,19,15,54,22,57,54,55,66,33,54,57,25,67,16,27,14,9,54,22,37,13,18,20,73,67,72,71,72,32,30,30,30,30,30,35,34,36,34,30,33,30,30,30,30,72,20,98,25,123,53,265,44,219,27,163,17,51,71,355,411,1237
Willem Geubbels,France,AS Monaco,53,French Ligue 1,6'1,185 ,159,72,Striker (ST),Right,3,3,1,54,69,59,65,66,72,57,46,48,66,81,86,74,63,58,69,60,35,60,61,37,21,67,56,58,69,27,21,19,5,13,6,15,14,70,68,68,68,68,68,68,67,58,67,48,44,48,46,41,46,19,63,313,58,289,72,362,57,285,51,308,22,67,11,53,352,1608
Maghnes Akliouche,France,AS Monaco,21,French Ligue 1,5'9,175 ,139,63,Center Attacking Midfielder (CAM),Left,3,3,1,60,58,46,66,53,72,61,54,64,67,72,75,76,64,75,64,36,58,59,57,47,41,63,67,57,65,42,49,44,8,10,9,5,8,64,66,66,66,66,66,68,68,65,68,59,57,59,57,51,57,16,57,283,64,318,72,362,55,274,57,340,45,135,8,40,367,1687
Félix Lemaréchal,France,AS Monaco,29,French Ligue 1,5'11,181 ,161,73,Center Midfielder (CM),Right,4,2,1,53,48,51,66,48,63,55,43,62,64,63,64,57,62,64,61,57,71,65,52,66,59,59,63,45,62,55,59,49,14,15,13,7,7,60,60,60,60,60,60,63,64,65,64,62,64,62,61,60,61,18,53,266,57,287,62,310,61,306,59,354,54,163,11,56,362,1680
Yllan Okou,France,AS Monaco,99,French Ligue 1,5'11,180 ,165,75,Center Back (CB),Left,2,2,1,40,21,60,59,22,51,44,31,45,56,71,73,68,59,67,58,68,54,70,28,53,63,21,44,44,50,59,66,65,10,11,9,5,14,48,48,47,47,47,48,50,52,52,52,61,60,61,62,65,62,17,40,202,45,227,68,338,56,278,46,275,63,190,10,49,332,1509
Yann Lienard,France,AS Monaco,50,French Ligue 1,6'4,192 ,176,80,Goalkeeper (GK),Right,3,1,1,9,3,12,30,4,6,34,18,21,13,23,22,33,45,26,45,39,27,66,8,21,7,3,31,11,36,4,13,11,59,61,60,63,61,21,16,18,18,18,16,21,20,23,20,19,23,19,19,22,19,61,12,58,18,92,30,149,37,185,18,109,9,28,61,304,327,889
Dušan Tadić,Serbia,Ajax,10,Holland Eredivisie,5'11,181 ,168,76,Left Wing (LW),Left,3,4,3,88,83,66,87,80,84,85,79,80,87,68,68,73,84,84,79,59,88,81,77,56,41,85,88,84,87,51,34,26,11,11,14,9,16,83,83,83,83,83,83,84,84,83,84,69,68,69,64,58,64,23,81,404,83,415,75,377,77,384,74,441,37,111,12,61,439,2094
Steven Berghuis,Netherlands,Ajax,23,Holland Eredivisie,6'0,182 ,165,75,Center Attacking Midfielder (CAM),Left,3,4,3,85,82,48,83,77,80,86,76,82,85,83,78,84,80,75,82,55,80,63,84,72,37,82,83,83,81,44,37,30,9,11,7,7,15,81,82,81,81,81,82,82,82,81,82,68,66,68,63,54,63,21,75,375,82,409,80,400,73,364,73,438,37,111,10,49,436,2057
Steven Bergwijn,Netherlands,Ajax,7,Holland Eredivisie,5'10,178 ,172,78,Center Attacking Midfielder (CAM),Right,2,4,3,76,76,60,79,76,84,79,65,64,82,87,85,79,79,89,84,69,72,75,80,54,34,78,78,68,77,52,36,32,11,14,12,14,13,81,80,80,80,80,80,83,82,76,82,66,63,66,63,56,63,23,73,367,75,374,84,419,76,380,65,389,40,120,13,64,434,2044
Jurriën Timber,Netherlands,Ajax,2,Holland Eredivisie,5'10,179 ,170,77,Center Back (CB),Right,3,3,2,60,41,71,80,41,76,44,31,70,78,80,83,73,78,74,58,85,81,82,46,76,82,63,64,42,85,83,83,77,6,6,8,14,14,67,69,69,69,69,69,72,74,75,74,80,81,80,80,82,80,19,59,293,60,299,78,388,70,352,69,412,81,243,10,48,435,1948
Edson Álvarez,Mexico,Ajax,4,Holland Eredivisie,6'2,187 ,161,73,Center Back (CB),Right,3,2,2,64,57,81,76,63,68,42,40,72,71,69,73,60,76,68,70,78,87,86,40,86,83,56,63,65,72,84,81,79,7,11,10,7,6,70,66,66,66,66,66,68,71,73,71,79,81,79,80,83,80,17,68,341,59,293,69,346,72,361,71,425,81,244,8,41,432,1978
Lucas Ocampos,Argentina,Ajax,11,Holland Eredivisie,6'2,188 ,185,84,Right Wing (RW),Right,3,4,2,78,81,77,80,81,85,80,65,72,83,80,80,78,81,61,83,80,90,81,78,81,71,82,78,79,81,58,57,55,11,8,15,12,7,81,81,81,81,81,81,81,81,81,81,76,75,76,74,71,74,20,79,397,77,385,76,380,82,412,79,472,57,170,11,53,465,2180
Owen Wijndal,Netherlands,Ajax,5,Holland Eredivisie,5'9,176 ,143,65,Left Wing Back (LWB),Left,2,3,2,77,48,60,80,61,76,76,44,74,80,85,84,82,78,80,65,56,85,68,49,78,74,72,77,42,75,73,76,74,8,12,6,9,13,70,74,73,73,73,74,77,79,78,79,80,79,80,79,75,79,20,65,326,70,350,82,409,65,323,70,418,74,223,10,48,438,2022
Daley Blind,Netherlands,Ajax,17,Holland Eredivisie,5'11,180 ,159,72,Center Defensive Midfielder (CDM),Left,3,3,3,80,56,76,85,66,77,84,62,84,83,45,40,71,82,72,74,77,73,71,64,64,85,66,82,54,83,81,80,80,12,9,10,14,10,72,71,72,72,72,71,78,76,80,76,80,80,80,79,80,79,22,73,363,78,390,62,310,72,359,72,434,80,241,11,55,416,2063
Florian Grillitsch,Austria,Ajax,21,Holland Eredivisie,6'2,187 ,170,77,Center Midfielder (CM),Right,3,3,2,68,58,64,84,53,78,47,68,85,81,61,69,67,81,65,65,48,70,72,60,50,81,70,81,50,81,76,75,69,13,12,7,14,7,71,73,73,73,73,73,78,77,80,77,77,79,77,76,74,76,21,65,327,72,359,69,343,63,315,69,413,73,220,11,53,421,1949
Davy Klaassen,Netherlands,Ajax,6,Holland Eredivisie,5'10,179 ,154,70,Center Attacking Midfielder (CAM),Right,3,3,2,67,82,77,79,82,75,61,53,76,80,67,69,65,80,68,81,70,89,73,74,79,73,84,78,76,82,71,75,65,12,6,13,16,10,79,76,78,78,78,76,79,79,79,79,76,78,76,76,76,76,21,77,387,69,345,70,349,77,387,79,472,70,211,11,57,449,2099
Brian Brobbey,Netherlands,Ajax,9,Holland Eredivisie,5'11,180 ,172,78,Striker (ST),Right,4,3,1,35,77,72,72,63,66,49,44,53,75,79,85,63,73,84,77,91,71,91,63,70,26,78,52,66,76,28,23,24,10,11,15,8,13,78,69,72,72,72,69,71,70,64,70,53,54,53,51,51,51,20,64,319,57,287,77,384,79,393,61,368,25,75,11,57,392,1810
Mohammed Kudus,Ghana,Ajax,20,Holland Eredivisie,5'10,177 ,154,70,Center Attacking Midfielder (CAM),Left,3,4,1,59,72,52,75,68,80,64,48,73,80,89,88,85,70,92,75,77,77,75,67,68,59,73,75,64,74,60,66,46,6,12,7,7,10,75,76,76,76,76,76,78,78,76,78,70,71,70,68,66,68,17,65,326,69,345,85,424,74,371,69,413,57,172,8,42,442,2032
