Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Nick Viergever,Netherlands,FC Utrecht,24,Holland Eredivisie,6'0,183 ,170,77,Center Back (CB),Left,2,2,1,62,56,68,72,41,65,52,39,68,69,66,77,64,73,66,62,80,76,74,48,74,74,55,62,48,70,75,73,75,8,9,11,7,11,66,65,64,64,64,65,67,68,69,68,73,73,73,73,73,73,18,60,299,59,293,69,346,68,340,64,383,74,223,9,46,407,1851
Modibo Sagnan,France,FC Utrecht,27,Holland Eredivisie,6'2,187 ,170,77,Center Back (CB),Left,3,2,1,48,28,72,71,27,48,33,30,70,67,60,67,51,66,51,40,75,63,76,32,77,70,30,39,39,58,72,76,69,10,6,11,9,9,52,51,50,50,50,51,55,57,61,57,67,71,67,69,74,69,17,49,246,50,248,59,295,57,286,52,313,72,217,9,45,354,1571
Sean Klaiber,Suriname,FC Utrecht,17,Holland Eredivisie,6'0,184 ,168,76,Right Wing Back (RWB),Right,2,3,1,71,54,64,73,56,64,69,65,62,66,77,81,68,68,62,81,75,74,80,71,75,66,63,62,52,70,69,70,69,16,13,12,15,14,69,67,67,67,67,67,68,70,69,70,72,71,72,72,72,72,22,64,318,65,326,71,356,76,381,65,388,69,208,14,70,420,1977
Hidde ter Avest,Netherlands,FC Utrecht,5,Holland Eredivisie,6'0,182 ,172,78,Right Wing Back (RWB),Right,3,2,1,71,59,63,69,33,70,59,29,65,72,69,74,65,70,65,64,67,75,71,32,67,63,61,61,43,68,68,66,68,12,12,9,7,9,66,66,65,65,65,66,67,70,68,70,71,70,71,71,69,71,19,59,295,59,295,69,343,62,309,61,363,67,202,10,49,397,1793
Sander van de Streek,Netherlands,FC Utrecht,22,Holland Eredivisie,5'11,180 ,163,74,Striker (ST),Right,3,3,1,59,72,78,72,67,70,69,56,70,73,60,67,68,74,69,75,87,75,68,74,54,61,74,70,64,73,50,61,48,15,15,8,15,7,71,70,71,71,71,70,71,71,71,71,66,67,66,65,65,65,21,70,348,68,338,68,338,76,379,66,396,53,159,12,60,401,1939
Tommy St. Jago,Netherlands,FC Utrecht,3,Holland Eredivisie,6'1,186 ,150,68,Center Back (CB),Right,3,2,1,44,27,69,64,31,53,30,36,56,64,77,78,72,68,64,57,83,68,71,26,71,71,33,45,45,68,69,71,72,10,9,5,9,10,54,54,53,53,53,54,56,58,59,58,68,68,68,70,72,70,18,47,235,48,239,72,359,61,305,56,333,71,212,9,43,365,1652
Fabian de Keijzer,Netherlands,FC Utrecht,16,Holland Eredivisie,6'4,193 ,183,83,Goalkeeper (GK),Right,3,1,1,12,9,13,31,5,11,10,13,29,18,33,28,37,70,33,51,61,31,70,5,24,9,8,44,19,36,11,14,11,70,65,68,67,72,27,23,25,25,25,23,28,27,30,27,24,28,24,24,26,24,71,14,70,16,81,40,201,44,218,23,140,12,36,68,342,373,1052
Tasos Douvikas,Greece,FC Utrecht,9,Holland Eredivisie,6'1,186 ,168,76,Striker (ST),Right,3,3,1,58,69,69,67,59,71,53,47,62,70,80,81,66,67,62,68,80,76,73,62,57,38,72,56,69,66,28,28,27,9,11,12,13,8,72,69,69,69,69,69,69,71,65,71,57,54,57,54,50,54,19,64,322,61,303,71,356,72,359,60,358,28,83,11,53,383,1771
Djevencio van der Kust,Netherlands,FC Utrecht,15,Holland Eredivisie,5'6,168 ,132,60,Left Wing Back (LWB),Left,3,2,1,62,35,46,59,27,64,56,36,49,63,85,88,76,68,78,52,63,75,52,37,55,65,49,45,48,67,60,64,66,11,13,13,7,7,56,60,57,57,57,60,59,64,59,64,69,63,69,69,63,69,18,46,229,54,268,79,395,56,279,55,329,63,190,10,51,367,1674
Moussa Sylla,France,FC Utrecht,29,Holland Eredivisie,5'11,181 ,154,70,Striker (ST),Right,3,3,1,58,66,59,63,60,73,53,45,52,69,83,82,77,69,70,66,67,69,66,60,43,16,69,57,65,65,22,24,14,6,10,7,7,8,70,69,68,68,68,69,69,70,61,70,51,47,51,48,41,48,16,61,306,58,292,76,381,66,328,53,315,20,60,8,38,362,1655
Othmane Boussaid,Belgium,FC Utrecht,26,Holland Eredivisie,5'6,168 ,137,62,Center Attacking Midfielder (CAM),Right,4,4,1,64,57,30,68,59,73,74,53,67,72,83,76,87,66,82,71,68,70,32,64,54,43,55,66,52,64,41,51,47,7,6,8,11,10,62,68,66,66,66,68,70,70,67,70,63,59,63,60,50,60,17,56,278,68,339,79,394,61,305,56,334,46,139,8,42,372,1766
Luuk Brouwers,Netherlands,FC Utrecht,8,Holland Eredivisie,6'0,183 ,168,76,Center Defensive Midfielder (CDM),Right,3,2,1,54,59,54,72,52,64,50,50,69,66,67,65,61,61,66,61,59,85,71,55,69,66,60,61,63,65,63,70,70,13,9,14,14,8,64,63,63,63,63,63,66,67,69,67,69,70,69,69,68,69,19,58,291,60,299,64,320,66,331,64,384,68,203,12,58,393,1806
Vasilios Barkas,Greece,FC Utrecht,1,Holland Eredivisie,6'5,195 ,201,91,Goalkeeper (GK),Left,2,1,1,14,10,14,31,8,12,14,15,29,20,48,45,45,65,29,53,62,39,70,9,36,13,12,58,20,60,17,12,13,66,67,70,63,68,30,27,29,29,29,27,32,31,32,31,28,30,28,27,29,27,68,15,77,18,90,46,232,47,233,33,199,14,42,67,334,381,1155
Django Warmerdam,Netherlands,FC Utrecht,21,Holland Eredivisie,5'11,180 ,146,66,Left Wing Back (LWB),Left,2,3,1,67,50,64,65,57,71,71,55,64,70,72,76,73,68,76,78,85,80,72,65,71,67,59,64,48,70,64,63,64,5,15,12,14,11,67,66,66,66,66,66,68,69,68,69,70,69,70,70,69,70,20,61,303,66,331,73,365,76,380,63,379,64,191,11,57,407,1921
Mark van der Maarel,Netherlands,FC Utrecht,2,Holland Eredivisie,5'10,178 ,172,78,Center Back (CB),Right,3,2,1,58,31,64,69,35,55,45,40,65,67,53,62,66,68,70,60,69,78,65,35,78,73,49,55,50,66,70,70,69,9,8,10,7,8,56,56,56,56,56,56,60,61,65,61,69,69,69,69,69,69,17,51,257,54,272,64,319,61,307,62,371,70,209,8,42,362,1714
Can Bozdoğan,Germany,FC Utrecht,6,Holland Eredivisie,5'9,175 ,159,72,Center Attacking Midfielder (CAM),Left,4,3,1,61,61,49,70,55,75,60,60,65,73,74,67,83,61,83,79,50,70,58,65,59,49,56,66,59,64,50,54,49,11,7,8,8,7,66,68,67,67,67,68,70,70,68,70,63,62,63,61,57,61,16,59,296,67,333,74,368,64,322,59,353,51,153,8,41,387,1802
Mimoun Mahi,Morocco,FC Utrecht,11,Holland Eredivisie,5'11,181 ,152,69,Striker (ST),Right,4,3,1,63,67,55,66,71,74,71,68,59,72,75,69,75,68,70,73,57,66,63,69,63,40,70,68,70,69,29,30,34,8,14,6,14,10,68,68,68,68,68,68,68,68,66,68,57,55,57,54,49,54,19,64,322,69,344,71,357,66,328,63,380,31,93,10,52,377,1807
Naoki Maeda,Japan,FC Utrecht,30,Holland Eredivisie,5'9,175 ,146,66,Right Midfielder (RM),Left,3,3,1,60,65,52,67,62,66,59,54,61,64,75,72,72,63,71,69,80,67,58,67,54,11,70,67,61,62,12,16,14,14,8,5,15,11,67,67,67,67,67,67,67,67,62,67,48,45,48,44,37,44,19,61,306,61,304,71,353,68,341,54,325,14,42,11,53,347,1662
Daishawn Redan,Netherlands,FC Utrecht,7,Holland Eredivisie,5'9,176 ,168,76,Striker (ST),Right,4,3,1,43,68,58,58,48,66,53,40,40,68,83,84,77,62,74,67,62,67,60,58,40,21,64,55,56,63,20,15,17,12,13,9,13,15,68,65,66,66,66,65,65,65,57,65,48,43,48,46,39,46,20,55,275,53,267,76,380,63,314,50,299,17,52,12,62,347,1590
Arthur Zagré,France,FC Utrecht,20,Holland Eredivisie,5'6,168 ,132,60,Left Wing Back (LWB),Left,4,3,1,62,35,53,62,41,62,63,39,53,66,84,78,88,63,91,55,60,69,34,42,61,57,62,52,47,59,53,63,61,12,8,14,7,6,57,62,59,59,59,62,62,65,61,65,66,61,66,65,59,65,17,51,253,57,283,81,404,52,260,56,338,59,177,9,47,356,1703
Rocco Robert Shein,Estonia,FC Utrecht,38,Holland Eredivisie,6'1,185 ,170,77,Center Midfielder (CM),Right,5,2,1,50,47,50,67,37,66,46,47,66,67,74,72,64,63,65,63,59,67,62,55,60,62,49,65,52,63,58,59,55,13,10,7,8,12,60,62,61,61,61,62,65,65,66,65,64,65,64,63,62,63,18,50,251,58,292,68,338,61,306,59,351,57,172,10,50,373,1697
Ruben Kluivert,Netherlands,FC Utrecht,25,Holland Eredivisie,5'10,178 ,161,73,Center Back (CB),Right,3,2,1,35,24,61,59,31,41,37,29,40,54,68,74,63,62,69,50,68,58,64,24,53,64,28,31,43,60,62,65,66,13,11,7,7,7,48,46,45,45,45,46,47,49,50,49,60,60,60,63,65,63,17,42,210,40,201,67,336,53,264,47,279,64,193,9,45,321,1468
Taylor Booth,United States,FC Utrecht,10,Holland Eredivisie,5'9,174 ,146,66,Center Attacking Midfielder (CAM),Right,3,3,1,61,59,39,67,51,66,57,60,64,67,69,63,79,62,79,65,59,58,45,64,45,52,52,63,44,55,45,58,52,14,12,14,11,10,61,64,62,62,62,64,66,65,65,65,61,60,61,59,54,59,19,55,277,63,314,70,352,58,291,52,311,52,155,12,61,357,1706
Thijmen Nijhuis,Netherlands,FC Utrecht,31,Holland Eredivisie,6'5,196 ,183,83,Goalkeeper (GK),Right,3,1,1,12,6,12,27,9,11,14,12,23,14,17,18,35,65,29,44,34,24,57,8,20,12,7,38,18,25,10,14,14,65,57,58,63,64,23,19,21,21,21,19,24,22,26,22,22,25,22,21,24,21,64,13,66,15,74,33,164,33,167,20,120,13,38,61,307,324,911
Albert-Nicolas Lottin,France,FC Utrecht,19,Holland Eredivisie,5'11,181 ,159,72,Center Midfielder (CM),Right,3,2,1,53,43,59,66,34,61,43,39,63,64,60,68,61,64,62,57,63,69,58,41,53,57,57,59,49,59,58,62,57,8,12,14,10,10,58,59,59,59,59,59,62,63,63,63,63,63,63,63,61,63,18,51,255,54,270,63,315,58,288,56,334,59,177,11,54,350,1634
Shinta Appelkamp,Germany,Fortuna Düsseldorf,23,German 2. Bundesliga,5'9,175 ,154,70,Center Attacking Midfielder (CAM),Right,3,3,1,63,63,34,72,52,74,61,47,65,72,75,64,91,60,85,45,61,63,39,55,36,39,63,74,46,67,40,33,37,10,9,11,12,10,61,69,66,66,66,69,72,70,67,70,58,55,58,54,44,54,18,57,284,64,319,75,375,53,263,54,325,37,110,10,52,351,1696
Ao Tanaka,Japan,Fortuna Düsseldorf,4,German 2. Bundesliga,5'10,177 ,152,69,Center Midfielder (CM),Right,3,2,1,61,66,52,72,56,66,63,65,72,71,72,62,82,68,77,71,63,78,64,67,70,67,64,67,56,68,70,72,66,10,14,12,12,6,68,68,67,67,67,68,71,70,72,70,71,72,71,70,69,70,19,61,307,67,337,72,361,69,343,65,392,69,208,11,54,408,1946
Jordy de Wijs,Netherlands,Fortuna Düsseldorf,30,German 2. Bundesliga,6'2,189 ,209,95,Center Back (CB),Left,2,2,1,40,44,72,57,27,40,65,68,61,58,42,61,35,68,51,75,72,69,92,55,75,69,26,29,49,65,74,72,69,11,9,15,13,7,56,46,49,49,49,46,49,50,56,50,63,68,63,66,74,66,19,48,240,58,292,51,257,73,363,52,313,72,215,11,55,355,1674
Nicolas Gavory,France,Fortuna Düsseldorf,34,German 2. Bundesliga,6'0,183 ,174,79,Left Back (LB),Left,3,3,1,74,56,69,68,59,70,75,68,71,72,69,63,72,68,67,74,82,80,68,64,67,66,65,68,65,68,66,71,70,12,16,7,9,16,68,68,67,67,67,68,70,71,71,71,72,71,72,72,71,72,21,65,326,71,356,68,339,74,368,67,399,69,207,12,60,408,1987
Marcel Sobottka,Germany,Fortuna Düsseldorf,31,German 2. Bundesliga,6'1,185 ,165,75,Center Defensive Midfielder (CDM),Right,3,2,1,58,56,60,71,51,65,46,44,67,67,65,67,63,69,65,62,72,77,74,57,72,70,56,58,45,72,72,73,71,11,13,13,7,14,64,63,63,63,63,63,66,67,68,67,71,71,71,71,71,71,20,59,296,58,289,66,329,68,342,62,373,72,216,12,58,397,1838
